,Date,Confirmed cases,Recovered Cases,Death Cases
939,8/18/22,262748,0,3147
940,8/19/22,262748,0,3147
941,8/20/22,262912,0,3147
942,8/21/22,262912,0,3147
943,8/22/22,262912,0,3147
944,8/23/22,263090,0,3148
945,8/24/22,263090,0,3148
946,8/25/22,263322,0,3148
947,8/26/22,263322,0,3148
948,8/27/22,263407,0,3148
949,8/28/22,263407,0,3148
950,8/29/22,263407,0,3148
951,8/30/22,263526,0,3148
952,8/31/22,263526,0,3148
953,9/1/22,263694,0,3148
954,9/2/22,263694,0,3148
955,9/3/22,263867,0,3148
956,9/4/22,263867,0,3148
957,9/5/22,263867,0,3148
958,9/6/22,264014,0,3148
959,9/7/22,264014,0,3148
960,9/8/22,264299,0,3154
961,9/9/22,264299,0,3154
962,9/10/22,264299,0,3154
963,9/11/22,264450,0,3154
964,9/12/22,264450,0,3154
965,9/13/22,264617,0,3155
966,9/14/22,264617,0,3155
967,9/15/22,264744,0,3155
968,9/16/22,264744,0,3155
969,9/17/22,264933,0,3155
970,9/18/22,264933,0,3155
971,9/19/22,264933,0,3155
972,9/20/22,265008,0,3155
973,9/21/22,265008,0,3155
974,9/22/22,265090,0,3155
975,9/23/22,265090,0,3155
976,9/24/22,265186,0,3155
977,9/25/22,265186,0,3155
978,9/26/22,265186,0,3155
979,9/27/22,265316,0,3155
980,9/28/22,265316,0,3155
981,9/29/22,265382,0,3155
982,9/30/22,265382,0,3155
983,10/1/22,265431,0,3155
984,10/2/22,265431,0,3155
985,10/3/22,265431,0,3155
986,10/4/22,265505,0,3155
987,10/5/22,265505,0,3155
988,10/6/22,265741,0,3155
989,10/7/22,265741,0,3155
990,10/8/22,265816,0,3155
991,10/9/22,265816,0,3155
992,10/10/22,265816,0,3155
993,10/11/22,265816,0,3155
994,10/12/22,265816,0,3155
995,10/13/22,265816,0,3155
996,10/14/22,265816,0,3155
997,10/15/22,265937,0,3155
998,10/16/22,265937,0,3155
999,10/17/22,265937,0,3155
1000,10/18/22,265937,0,3155
1001,10/19/22,265937,0,3155
1002,10/20/22,265937,0,3155
1003,10/21/22,265937,0,3155
1004,10/22/22,266043,0,3155
1005,10/23/22,266043,0,3155
1006,10/24/22,266043,0,3155
1007,10/25/22,266043,0,3155
1008,10/26/22,266043,0,3155
1009,10/27/22,266043,0,3155
1010,10/28/22,266043,0,3155
1011,10/29/22,266138,0,3155
1012,10/30/22,266138,0,3155
1013,10/31/22,266138,0,3155
1014,11/1/22,266138,0,3155
1015,11/2/22,266138,0,3155
1016,11/3/22,266138,0,3155
1017,11/4/22,266138,0,3155
1018,11/5/22,266192,0,3155
1019,11/6/22,266192,0,3155
1020,11/7/22,266192,0,3155
1021,11/8/22,266192,0,3155
1022,11/9/22,266192,0,3155
1023,11/10/22,266192,0,3155
1024,11/11/22,266192,0,3155
1025,11/12/22,266242,0,3155
1026,11/13/22,266242,0,3155
1027,11/14/22,266242,0,3155
1028,11/15/22,266242,0,3155
1029,11/16/22,266242,0,3155
1030,11/17/22,266242,0,3155
1031,11/18/22,266242,0,3155
1032,11/19/22,266283,0,3155
1033,11/20/22,266283,0,3155
1034,11/21/22,266283,0,3155
1035,11/22/22,266283,0,3155
1036,11/23/22,266283,0,3155
1037,11/24/22,266283,0,3155
1038,11/25/22,266283,0,3155
1039,11/26/22,266283,0,3155
1040,11/27/22,266283,0,3155
1041,11/28/22,266283,0,3155
1042,11/29/22,266283,0,3155
1043,11/30/22,266283,0,3155
1044,12/1/22,266283,0,3155
1045,12/2/22,266283,0,3155
1046,12/3/22,266283,0,3155
1047,12/4/22,266283,0,3155
1048,12/5/22,266283,0,3155
1049,12/6/22,266283,0,3155
1050,12/7/22,266283,0,3155
1051,12/8/22,266283,0,3155
1052,12/9/22,266283,0,3155
1053,12/10/22,266283,0,3155
1054,12/11/22,266283,0,3155
1055,12/12/22,266381,0,3155
1056,12/13/22,266381,0,3155
1057,12/14/22,266381,0,3155
1058,12/15/22,266381,0,3155
1059,12/16/22,266381,0,3155
1060,12/17/22,266381,0,3155
1061,12/18/22,266381,0,3155
1062,12/19/22,266381,0,3155
1063,12/20/22,266381,0,3155
1064,12/21/22,266381,0,3155
1065,12/22/22,266381,0,3155
1066,12/23/22,266381,0,3155
1067,12/24/22,266381,0,3155
1068,12/25/22,266381,0,3155
1069,12/26/22,266381,0,3155
1070,12/27/22,266381,0,3155
1071,12/28/22,266381,0,3155
1072,12/29/22,266381,0,3155
1073,12/30/22,266381,0,3155
1074,12/31/22,266381,0,3155
1075,1/1/23,266381,0,3155
1076,1/2/23,266450,0,3155
1077,1/3/23,266450,0,3155
1078,1/4/23,266450,0,3155
1079,1/5/23,266450,0,3155
1080,1/6/23,266450,0,3155
1081,1/7/23,266463,0,3155
1082,1/8/23,266463,0,3155
1083,1/9/23,266463,0,3155
1084,1/10/23,266463,0,3155
1085,1/11/23,266463,0,3155
1086,1/12/23,266463,0,3155
1087,1/13/23,266463,0,3155
1088,1/14/23,266463,0,3155
1089,1/15/23,266463,0,3155
1090,1/16/23,266463,0,3155
1091,1/17/23,266463,0,3155
1092,1/18/23,266463,0,3155
1093,1/19/23,266463,0,3155
1094,1/20/23,266463,0,3155
1095,1/21/23,266463,0,3155
1096,1/22/23,266463,0,3155
1097,1/23/23,266463,0,3155
1098,1/24/23,266463,0,3155
1099,1/25/23,266463,0,3155
1100,1/26/23,266463,0,3155
1101,1/27/23,266463,0,3155
1102,1/28/23,266463,0,3155
1103,1/29/23,266463,0,3155
1104,1/30/23,266463,0,3155
1105,1/31/23,266463,0,3155
1106,2/1/23,266463,0,3155
1107,2/2/23,266463,0,3155
1108,2/3/23,266463,0,3155
1109,2/4/23,266463,0,3155
1110,2/5/23,266463,0,3155
1111,2/6/23,266463,0,3155
1112,2/7/23,266463,0,3155
1113,2/8/23,266463,0,3155
1114,2/9/23,266463,0,3155
1115,2/10/23,266463,0,3155
1116,2/11/23,266463,0,3155
1117,2/12/23,266463,0,3155
1118,2/13/23,266463,0,3155
1119,2/14/23,266463,0,3155
1120,2/15/23,266463,0,3155
1121,2/16/23,266463,0,3155
1122,2/17/23,266463,0,3155
1123,2/18/23,266463,0,3155
1124,2/19/23,266463,0,3155
1125,2/20/23,266463,0,3155
1126,2/21/23,266463,0,3155
1127,2/22/23,266463,0,3155
1128,2/23/23,266463,0,3155
1129,2/24/23,266463,0,3155
1130,2/25/23,266463,0,3155
1131,2/26/23,266463,0,3155
1132,2/27/23,266593,0,3155
1133,2/28/23,266593,0,3155
1134,3/1/23,266598,0,3155
1135,3/2/23,266598,0,3155
1136,3/3/23,266598,0,3155
1137,3/4/23,266598,0,3155
1138,3/5/23,266598,0,3155
1139,3/6/23,266598,0,3155
1140,3/7/23,266598,0,3155
1141,3/8/23,266598,0,3155
1142,3/9/23,266598,0,3155
